key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
521,"cr_r08_wil01","陆行鸟广场",4,"GoldSaucerContent#44",False,0,0,0,109,"ContentMemberType#23",0,0,0,0,0,1,0,0,0,True,False,False,False,False,0,False,False,True,False,False,False,False,"陆行鸟竞赛：荒野大道","金碟游乐场","",8004,0,"ui/icon/112000/112086.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
522,"cr_r08_sea01","陆行鸟广场",4,"GoldSaucerContent#45",False,0,0,0,109,"ContentMemberType#23",0,0,0,0,0,1,0,0,0,True,False,False,False,False,0,False,False,True,False,False,False,False,"陆行鸟竞赛：太阳海岸","金碟游乐场","",8005,0,"ui/icon/112000/112084.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
523,"cr_r08_fst01","陆行鸟广场",4,"GoldSaucerContent#46",False,0,0,0,109,"ContentMemberType#23",0,0,0,0,0,1,0,0,0,True,False,False,False,False,0,False,False,True,False,False,False,False,"陆行鸟竞赛：恬静小路","金碟游乐场","",8006,0,"ui/icon/112000/112085.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
524,"cr_r09_wil01","陆行鸟广场",4,"GoldSaucerContent#47",False,0,0,0,109,"ContentMemberType#23",0,0,0,0,0,1,0,0,0,True,False,False,False,False,0,False,False,True,False,False,False,False,"陆行鸟竞赛：荒野大道","金碟游乐场","",8004,0,"ui/icon/112000/112086.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
525,"cr_r09_sea01","陆行鸟广场",4,"GoldSaucerContent#48",False,0,0,0,109,"ContentMemberType#23",0,0,0,0,0,1,0,0,0,True,False,False,False,False,0,False,False,True,False,False,False,False,"陆行鸟竞赛：太阳海岸","金碟游乐场","",8005,0,"ui/icon/112000/112084.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
526,"cr_r09_fst01","陆行鸟广场",4,"GoldSaucerContent#49",False,0,0,0,109,"ContentMemberType#23",0,0,0,0,0,1,0,0,0,True,False,False,False,False,0,False,False,True,False,False,False,False,"陆行鸟竞赛：恬静小路","金碟游乐场","",8006,0,"ui/icon/112000/112085.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
527,"cr_r10_wil01","陆行鸟广场",4,"GoldSaucerContent#50",False,0,0,0,109,"ContentMemberType#23",0,0,0,0,0,1,0,0,0,True,False,False,False,False,0,False,False,True,False,False,False,False,"陆行鸟竞赛：荒野大道","金碟游乐场","",8004,0,"ui/icon/112000/112086.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
528,"cr_r10_sea01","陆行鸟广场",4,"GoldSaucerContent#51",False,0,0,0,109,"ContentMemberType#23",0,0,0,0,0,1,0,0,0,True,False,False,False,False,0,False,False,True,False,False,False,False,"陆行鸟竞赛：太阳海岸","金碟游乐场","",8005,0,"ui/icon/112000/112084.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
529,"cr_r10_fst01","陆行鸟广场",4,"GoldSaucerContent#52",False,0,0,0,109,"ContentMemberType#23",0,0,0,0,0,1,0,0,0,True,False,False,False,False,0,False,False,True,False,False,False,False,"陆行鸟竞赛：恬静小路","金碟游乐场","",8006,0,"ui/icon/112000/112085.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
530,"cr_r11_wil01","陆行鸟广场",4,"GoldSaucerContent#53",False,0,0,0,109,"ContentMemberType#23",0,0,0,0,0,1,0,0,0,True,False,False,False,False,0,False,False,True,False,False,False,False,"陆行鸟竞赛：荒野大道","金碟游乐场","",8004,0,"ui/icon/112000/112086.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
531,"cr_r11_sea01","陆行鸟广场",4,"GoldSaucerContent#54",False,0,0,0,109,"ContentMemberType#23",0,0,0,0,0,1,0,0,0,True,False,False,False,False,0,False,False,True,False,False,False,False,"陆行鸟竞赛：太阳海岸","金碟游乐场","",8005,0,"ui/icon/112000/112084.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
532,"cr_r11_fst01","陆行鸟广场",4,"GoldSaucerContent#55",False,0,0,0,109,"ContentMemberType#23",0,0,0,0,0,1,0,0,0,True,False,False,False,False,0,False,False,True,False,False,False,False,"陆行鸟竞赛：恬静小路","金碟游乐场","",8006,0,"ui/icon/112000/112085.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
533,"cr_r12_wil01","陆行鸟广场",4,"GoldSaucerContent#56",False,0,0,0,109,"ContentMemberType#23",0,0,0,0,0,1,0,0,0,True,False,False,False,False,0,False,False,True,False,False,False,False,"陆行鸟竞赛：荒野大道","金碟游乐场","",8004,0,"ui/icon/112000/112086.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
534,"cr_r12_sea01","陆行鸟广场",4,"GoldSaucerContent#57",False,0,0,0,109,"ContentMemberType#23",0,0,0,0,0,1,0,0,0,True,False,False,False,False,0,False,False,True,False,False,False,False,"陆行鸟竞赛：太阳海岸","金碟游乐场","",8005,0,"ui/icon/112000/112084.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
535,"cr_r12_fst01","陆行鸟广场",4,"GoldSaucerContent#58",False,0,0,0,109,"ContentMemberType#23",0,0,0,0,0,1,0,0,0,True,False,False,False,False,0,False,False,True,False,False,False,False,"陆行鸟竞赛：恬静小路","金碟游乐场","",8006,0,"ui/icon/112000/112085.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
536,"e3d6","岩燕庙",1,"风水灵庙岩燕庙",False,2,0,0,108,"ContentMemberType#2",0,0,0,0,0,70,70,330,0,False,True,True,False,False,1,True,False,True,False,False,False,True,"风水灵庙岩燕庙","迷宫挑战","",63,69,"ui/icon/112000/112283.tex",0,-1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
537,"e3fd","帝国河畔堡",1,"月读歼灭战",False,2,0,0,108,"ContentMemberType#3",0,0,0,0,0,70,70,335,0,False,True,True,False,False,0,True,False,True,False,False,False,True,"月读歼灭战","讨伐歼灭战","",2052,134,"ui/icon/112000/112291.tex",0,-1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
538,"e3fd_2","帝国河畔堡",1,"月读幽夜歼灭战",False,2,0,0,108,"ContentMemberType#3",0,0,0,0,0,70,70,350,0,False,True,True,False,False,1,False,True,True,False,False,False,True,"月读幽夜歼灭战","讨伐歼灭战","",2053,154,"ui/icon/112000/112292.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
539,"",,0,,False,0,0,0,0,"ContentMemberType#0",0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,False,False,False,False,False,False,False,"","","",0,0,"ui/icon/000000/000000.tex",0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
540,"",,0,,False,0,0,0,0,"ContentMemberType#0",0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,False,False,False,False,False,False,False,"","","",0,0,"ui/icon/000000/000000.tex",0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
541,"",,0,,False,0,0,0,0,"ContentMemberType#0",0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,False,False,False,False,False,False,False,"","","",0,0,"ui/icon/000000/000000.tex",0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
542,"",,0,,False,0,0,0,0,"ContentMemberType#0",0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,False,False,False,False,False,False,False,"","","",0,0,"ui/icon/000000/000000.tex",0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
543,"",,0,,False,0,0,0,0,"ContentMemberType#0",0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,False,False,False,False,False,False,False,"","","",0,0,"ui/icon/000000/000000.tex",0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
544,"",,0,,False,0,0,0,0,"ContentMemberType#0",0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,False,False,False,False,False,False,False,"","","",0,0,"ui/icon/000000/000000.tex",0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
545,"",,0,,False,0,0,0,0,"ContentMemberType#0",0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,False,False,False,False,False,False,False,"","","",0,0,"ui/icon/000000/000000.tex",0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
546,"",,0,,False,0,0,0,0,"ContentMemberType#0",0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,False,False,False,False,False,False,False,"","","",0,0,"ui/icon/000000/000000.tex",0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
547,"",,0,,False,0,0,0,0,"ContentMemberType#0",0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,False,False,False,False,False,False,False,"","","",0,0,"ui/icon/000000/000000.tex",0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
548,"",,0,,False,0,0,0,0,"ContentMemberType#0",0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,False,False,False,False,False,False,False,"","","",0,0,"ui/icon/000000/000000.tex",0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
549,"",,0,,False,0,0,0,0,"ContentMemberType#0",0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,False,False,False,False,False,False,False,"","","",0,0,"ui/icon/000000/000000.tex",0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
550,"z3r2","封闭圣塔黎铎拉纳大灯塔",1,"封闭圣塔黎铎拉纳大灯塔",False,2,0,0,108,"ContentMemberType#4",0,0,0,0,0,70,70,335,0,False,True,False,False,False,2,True,False,True,False,False,False,True,"封闭圣塔黎铎拉纳大灯塔","大型任务","冒险者的奋战成功将矿洞内部的百臂巨人族驱逐了出去，铜铃铜山的封锁也就此解除。为了重新对矿洞进行开发，艾玛吉娜矿山公司派遣出了一支采矿工队伍前往调查情况。

可是在铜山的深处，调查队却发现仍然还有百臂巨人族留在那里。为了平息坑道内的骚乱，该是冒险者们再次出发的时候了。",3067,65,"ui/icon/112000/112286.tex",0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
551,"e0199","醴泉神社神道",5,,False,2,0,0,108,"ContentMemberType#1",0,0,0,0,0,0,70,0,0,False,True,True,False,False,0,False,False,False,False,False,False,True,"","","",0,0,"ui/icon/000000/000000.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
552,"lovm_chal001","陆行鸟广场",4,"GoldSaucerContent#59",False,0,0,0,109,"ContentMemberType#1",0,0,0,0,0,1,0,0,0,False,False,False,False,False,0,False,False,True,False,False,False,False,"第1关：新手教学","金碟游乐场","黄金色的池沼，黄金色的尘雾，然而这美丽的背后却是能够腐蚀身体的剧毒。洞中的硫磺和秘银矿在地下水的作用下产生了奇妙的变化，结果便产生了这一美与毒交缠的神秘洞窟。

有人被洞中的美丽所吸引，有人被金矿的传言所吸引，还有人被前人的遗物所吸引，进入洞窟探险的人始终没有中断过。然而，活着从洞中出来的人依旧少之又少……",0,0,"ui/icon/112000/112114.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
553,"lovm_chal002","陆行鸟广场",4,"GoldSaucerContent#60",False,0,0,0,109,"ContentMemberType#1",0,0,0,0,0,1,0,0,0,False,False,False,False,False,0,False,False,True,False,False,False,False,"第2关：到处都是巧儿鸟","金碟游乐场","黄金色的池沼，黄金色的尘雾，然而这美丽的背后却是能够腐蚀身体的剧毒。洞中的硫磺和秘银矿在地下水的作用下产生了奇妙的变化，结果便产生了这一美与毒交缠的神秘洞窟。

有人被洞中的美丽所吸引，有人被金矿的传言所吸引，还有人被前人的遗物所吸引，进入洞窟探险的人始终没有中断过。然而，活着从洞中出来的人依旧少之又少……",0,0,"ui/icon/112000/112114.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
554,"lovm_chal003","陆行鸟广场",4,"GoldSaucerContent#61",False,0,0,0,109,"ContentMemberType#1",0,0,0,0,0,1,0,0,0,False,False,False,False,False,0,False,False,True,False,False,False,False,"第3关：万事开头难","金碟游乐场","黄金色的池沼，黄金色的尘雾，然而这美丽的背后却是能够腐蚀身体的剧毒。洞中的硫磺和秘银矿在地下水的作用下产生了奇妙的变化，结果便产生了这一美与毒交缠的神秘洞窟。

有人被洞中的美丽所吸引，有人被金矿的传言所吸引，还有人被前人的遗物所吸引，进入洞窟探险的人始终没有中断过。然而，活着从洞中出来的人依旧少之又少……",0,0,"ui/icon/112000/112115.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
555,"lovm_chal004","陆行鸟广场",4,"GoldSaucerContent#62",False,0,0,0,109,"ContentMemberType#1",0,0,0,0,0,1,0,0,0,False,False,False,False,False,0,False,False,True,False,False,False,False,"第4关：小小巨兽","金碟游乐场","黄金色的池沼，黄金色的尘雾，然而这美丽的背后却是能够腐蚀身体的剧毒。洞中的硫磺和秘银矿在地下水的作用下产生了奇妙的变化，结果便产生了这一美与毒交缠的神秘洞窟。

有人被洞中的美丽所吸引，有人被金矿的传言所吸引，还有人被前人的遗物所吸引，进入洞窟探险的人始终没有中断过。然而，活着从洞中出来的人依旧少之又少……",0,0,"ui/icon/112000/112115.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
556,"lovm_chal005","陆行鸟广场",4,"GoldSaucerContent#63",False,0,0,0,109,"ContentMemberType#1",0,0,0,0,0,1,0,0,0,False,False,False,False,False,0,False,False,True,False,False,False,False,"第5关：蛮族叛乱","金碟游乐场","黄金色的池沼，黄金色的尘雾，然而这美丽的背后却是能够腐蚀身体的剧毒。洞中的硫磺和秘银矿在地下水的作用下产生了奇妙的变化，结果便产生了这一美与毒交缠的神秘洞窟。

有人被洞中的美丽所吸引，有人被金矿的传言所吸引，还有人被前人的遗物所吸引，进入洞窟探险的人始终没有中断过。然而，活着从洞中出来的人依旧少之又少……",0,0,"ui/icon/112000/112115.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
557,"lovm_chal006","陆行鸟广场",4,"GoldSaucerContent#64",False,0,0,0,109,"ContentMemberType#1",0,0,0,0,0,1,0,0,0,False,False,False,False,False,0,False,False,True,False,False,False,False,"第6关：恐怖的墓园","金碟游乐场","黄金色的池沼，黄金色的尘雾，然而这美丽的背后却是能够腐蚀身体的剧毒。洞中的硫磺和秘银矿在地下水的作用下产生了奇妙的变化，结果便产生了这一美与毒交缠的神秘洞窟。

有人被洞中的美丽所吸引，有人被金矿的传言所吸引，还有人被前人的遗物所吸引，进入洞窟探险的人始终没有中断过。然而，活着从洞中出来的人依旧少之又少……",0,0,"ui/icon/112000/112115.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
558,"lovm_chal007","陆行鸟广场",4,"GoldSaucerContent#65",False,0,0,0,109,"ContentMemberType#1",0,0,0,0,0,1,0,0,0,False,False,False,False,False,0,False,False,True,False,False,False,False,"第7关：劲敌共斗","金碟游乐场","黄金色的池沼，黄金色的尘雾，然而这美丽的背后却是能够腐蚀身体的剧毒。洞中的硫磺和秘银矿在地下水的作用下产生了奇妙的变化，结果便产生了这一美与毒交缠的神秘洞窟。

有人被洞中的美丽所吸引，有人被金矿的传言所吸引，还有人被前人的遗物所吸引，进入洞窟探险的人始终没有中断过。然而，活着从洞中出来的人依旧少之又少……",0,0,"ui/icon/112000/112115.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
559,"lovm_chal008","陆行鸟广场",4,"GoldSaucerContent#66",False,0,0,0,109,"ContentMemberType#1",0,0,0,0,0,1,0,0,0,False,False,False,False,False,0,False,False,True,False,False,False,False,"第8关：光暗之界乃拂晓","金碟游乐场","黄金色的池沼，黄金色的尘雾，然而这美丽的背后却是能够腐蚀身体的剧毒。洞中的硫磺和秘银矿在地下水的作用下产生了奇妙的变化，结果便产生了这一美与毒交缠的神秘洞窟。

有人被洞中的美丽所吸引，有人被金矿的传言所吸引，还有人被前人的遗物所吸引，进入洞窟探险的人始终没有中断过。然而，活着从洞中出来的人依旧少之又少……",0,0,"ui/icon/112000/112115.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
560,"lovm_chal009","陆行鸟广场",4,"GoldSaucerContent#67",False,0,0,0,109,"ContentMemberType#1",0,0,0,0,0,1,0,0,0,False,False,False,False,False,0,False,False,True,False,False,False,False,"第9关：铜山爆破","金碟游乐场","黄金色的池沼，黄金色的尘雾，然而这美丽的背后却是能够腐蚀身体的剧毒。洞中的硫磺和秘银矿在地下水的作用下产生了奇妙的变化，结果便产生了这一美与毒交缠的神秘洞窟。

有人被洞中的美丽所吸引，有人被金矿的传言所吸引，还有人被前人的遗物所吸引，进入洞窟探险的人始终没有中断过。然而，活着从洞中出来的人依旧少之又少……",0,0,"ui/icon/112000/112115.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
561,"lovm_chal010","陆行鸟广场",4,"GoldSaucerContent#68",False,0,0,0,109,"ContentMemberType#1",0,0,0,0,0,1,0,0,0,False,False,False,False,False,0,False,False,True,False,False,False,False,"第10关：蔓德拉之子","金碟游乐场","黄金色的池沼，黄金色的尘雾，然而这美丽的背后却是能够腐蚀身体的剧毒。洞中的硫磺和秘银矿在地下水的作用下产生了奇妙的变化，结果便产生了这一美与毒交缠的神秘洞窟。

有人被洞中的美丽所吸引，有人被金矿的传言所吸引，还有人被前人的遗物所吸引，进入洞窟探险的人始终没有中断过。然而，活着从洞中出来的人依旧少之又少……",0,0,"ui/icon/112000/112115.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
562,"lovm_chal011","陆行鸟广场",4,"GoldSaucerContent#69",False,0,0,0,109,"ContentMemberType#1",0,0,0,0,0,1,0,0,0,False,False,False,False,False,0,False,False,True,False,False,False,False,"第11关：女王陛下万岁！","金碟游乐场","黄金色的池沼，黄金色的尘雾，然而这美丽的背后却是能够腐蚀身体的剧毒。洞中的硫磺和秘银矿在地下水的作用下产生了奇妙的变化，结果便产生了这一美与毒交缠的神秘洞窟。

有人被洞中的美丽所吸引，有人被金矿的传言所吸引，还有人被前人的遗物所吸引，进入洞窟探险的人始终没有中断过。然而，活着从洞中出来的人依旧少之又少……",0,0,"ui/icon/112000/112115.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
563,"lovm_chal012","陆行鸟广场",4,"GoldSaucerContent#70",False,0,0,0,109,"ContentMemberType#1",0,0,0,0,0,1,0,0,0,False,False,False,False,False,0,False,False,True,False,False,False,False,"第12关：打砖块","金碟游乐场","黄金色的池沼，黄金色的尘雾，然而这美丽的背后却是能够腐蚀身体的剧毒。洞中的硫磺和秘银矿在地下水的作用下产生了奇妙的变化，结果便产生了这一美与毒交缠的神秘洞窟。

有人被洞中的美丽所吸引，有人被金矿的传言所吸引，还有人被前人的遗物所吸引，进入洞窟探险的人始终没有中断过。然而，活着从洞中出来的人依旧少之又少……",0,0,"ui/icon/112000/112115.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
564,"lovm_chal013","陆行鸟广场",4,"GoldSaucerContent#71",False,0,0,0,109,"ContentMemberType#1",0,0,0,0,0,1,0,0,0,False,False,False,False,False,0,False,False,True,False,False,False,False,"第13关：首席机械师","金碟游乐场","黄金色的池沼，黄金色的尘雾，然而这美丽的背后却是能够腐蚀身体的剧毒。洞中的硫磺和秘银矿在地下水的作用下产生了奇妙的变化，结果便产生了这一美与毒交缠的神秘洞窟。

有人被洞中的美丽所吸引，有人被金矿的传言所吸引，还有人被前人的遗物所吸引，进入洞窟探险的人始终没有中断过。然而，活着从洞中出来的人依旧少之又少……",0,0,"ui/icon/112000/112115.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
565,"lovm_chal014","陆行鸟广场",4,"GoldSaucerContent#72",False,0,0,0,109,"ContentMemberType#1",0,0,0,0,0,1,0,0,0,False,False,False,False,False,0,False,False,True,False,False,False,False,"第14关：硬如坚果","金碟游乐场","黄金色的池沼，黄金色的尘雾，然而这美丽的背后却是能够腐蚀身体的剧毒。洞中的硫磺和秘银矿在地下水的作用下产生了奇妙的变化，结果便产生了这一美与毒交缠的神秘洞窟。

有人被洞中的美丽所吸引，有人被金矿的传言所吸引，还有人被前人的遗物所吸引，进入洞窟探险的人始终没有中断过。然而，活着从洞中出来的人依旧少之又少……",0,0,"ui/icon/112000/112115.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
566,"lovm_chal015","陆行鸟广场",4,"GoldSaucerContent#73",False,0,0,0,109,"ContentMemberType#1",0,0,0,0,0,1,0,0,0,False,False,False,False,False,0,False,False,True,False,False,False,False,"第15关：小小斗神讨伐战","金碟游乐场","黄金色的池沼，黄金色的尘雾，然而这美丽的背后却是能够腐蚀身体的剧毒。洞中的硫磺和秘银矿在地下水的作用下产生了奇妙的变化，结果便产生了这一美与毒交缠的神秘洞窟。

有人被洞中的美丽所吸引，有人被金矿的传言所吸引，还有人被前人的遗物所吸引，进入洞窟探险的人始终没有中断过。然而，活着从洞中出来的人依旧少之又少……",0,0,"ui/icon/112000/112115.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
567,"lovm_chal016","陆行鸟广场",4,"GoldSaucerContent#74",False,0,0,0,109,"ContentMemberType#1",0,0,0,0,0,1,0,0,0,False,False,False,False,False,0,False,False,True,False,False,False,False,"第16关：陆行鸟大进军","金碟游乐场","黄金色的池沼，黄金色的尘雾，然而这美丽的背后却是能够腐蚀身体的剧毒。洞中的硫磺和秘银矿在地下水的作用下产生了奇妙的变化，结果便产生了这一美与毒交缠的神秘洞窟。

有人被洞中的美丽所吸引，有人被金矿的传言所吸引，还有人被前人的遗物所吸引，进入洞窟探险的人始终没有中断过。然而，活着从洞中出来的人依旧少之又少……",0,0,"ui/icon/112000/112115.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
568,"lovm_chal017","陆行鸟广场",4,"GoldSaucerContent#75",False,0,0,0,109,"ContentMemberType#1",0,0,0,0,0,1,0,0,0,False,False,False,False,False,0,False,False,True,False,False,False,False,"第17关：披雪小冰壁","金碟游乐场","黄金色的池沼，黄金色的尘雾，然而这美丽的背后却是能够腐蚀身体的剧毒。洞中的硫磺和秘银矿在地下水的作用下产生了奇妙的变化，结果便产生了这一美与毒交缠的神秘洞窟。

有人被洞中的美丽所吸引，有人被金矿的传言所吸引，还有人被前人的遗物所吸引，进入洞窟探险的人始终没有中断过。然而，活着从洞中出来的人依旧少之又少……",0,0,"ui/icon/112000/112115.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
